protein_group_id,pocket_id,pocket_pdb,representative_protein_pdb,pocket_residue_count,merged_source_count,merged_source_ids_file,dataset_label
protein_group_009507,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009507/protein_group_009507_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009507/protein_group_009507_protein.pdb,45,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009507/protein_group_009507_pocket-1_source_ids.txt,template
protein_group_009508,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009508/protein_group_009508_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009508/protein_group_009508_protein.pdb,36,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009508/protein_group_009508_pocket-1_source_ids.txt,template
protein_group_009509,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009509/protein_group_009509_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009509/protein_group_009509_protein.pdb,25,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009509/protein_group_009509_pocket-1_source_ids.txt,template
protein_group_009510,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009510/protein_group_009510_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009510/protein_group_009510_protein.pdb,33,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009510/protein_group_009510_pocket-1_source_ids.txt,template
protein_group_009511,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009511/protein_group_009511_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009511/protein_group_009511_protein.pdb,33,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009511/protein_group_009511_pocket-1_source_ids.txt,template
protein_group_009512,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009512/protein_group_009512_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009512/protein_group_009512_protein.pdb,24,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009512/protein_group_009512_pocket-1_source_ids.txt,template
protein_group_009513,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009513/protein_group_009513_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009513/protein_group_009513_protein.pdb,22,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009513/protein_group_009513_pocket-1_source_ids.txt,template
protein_group_009514,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009514/protein_group_009514_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009514/protein_group_009514_protein.pdb,17,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009514/protein_group_009514_pocket-1_source_ids.txt,template
protein_group_009515,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009515/protein_group_009515_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009515/protein_group_009515_protein.pdb,34,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009515/protein_group_009515_pocket-1_source_ids.txt,template
protein_group_009516,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009516/protein_group_009516_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009516/protein_group_009516_protein.pdb,25,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009516/protein_group_009516_pocket-1_source_ids.txt,template
protein_group_009517,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009517/protein_group_009517_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009517/protein_group_009517_protein.pdb,35,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009517/protein_group_009517_pocket-1_source_ids.txt,template
protein_group_009518,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009518/protein_group_009518_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009518/protein_group_009518_protein.pdb,80,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009518/protein_group_009518_pocket-1_source_ids.txt,template
protein_group_009519,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009519/protein_group_009519_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009519/protein_group_009519_protein.pdb,105,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009519/protein_group_009519_pocket-1_source_ids.txt,template
protein_group_009520,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009520/protein_group_009520_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009520/protein_group_009520_protein.pdb,66,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009520/protein_group_009520_pocket-1_source_ids.txt,template
protein_group_009521,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009521/protein_group_009521_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009521/protein_group_009521_protein.pdb,97,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009521/protein_group_009521_pocket-1_source_ids.txt,template
protein_group_009522,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009522/protein_group_009522_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009522/protein_group_009522_protein.pdb,106,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009522/protein_group_009522_pocket-1_source_ids.txt,template
protein_group_009523,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009523/protein_group_009523_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009523/protein_group_009523_protein.pdb,106,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009523/protein_group_009523_pocket-1_source_ids.txt,template
protein_group_009524,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009524/protein_group_009524_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009524/protein_group_009524_protein.pdb,96,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009524/protein_group_009524_pocket-1_source_ids.txt,template
protein_group_009525,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009525/protein_group_009525_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009525/protein_group_009525_protein.pdb,86,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009525/protein_group_009525_pocket-1_source_ids.txt,template
protein_group_009526,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009526/protein_group_009526_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009526/protein_group_009526_protein.pdb,84,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009526/protein_group_009526_pocket-1_source_ids.txt,template
protein_group_009527,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009527/protein_group_009527_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009527/protein_group_009527_protein.pdb,118,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009527/protein_group_009527_pocket-1_source_ids.txt,template
protein_group_009528,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009528/protein_group_009528_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009528/protein_group_009528_protein.pdb,99,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009528/protein_group_009528_pocket-1_source_ids.txt,template
protein_group_009529,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009529/protein_group_009529_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009529/protein_group_009529_protein.pdb,41,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009529/protein_group_009529_pocket-1_source_ids.txt,template
protein_group_009530,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009530/protein_group_009530_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009530/protein_group_009530_protein.pdb,21,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009530/protein_group_009530_pocket-1_source_ids.txt,template
protein_group_009531,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009531/protein_group_009531_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009531/protein_group_009531_protein.pdb,41,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009531/protein_group_009531_pocket-1_source_ids.txt,template
protein_group_009532,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009532/protein_group_009532_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009532/protein_group_009532_protein.pdb,43,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009532/protein_group_009532_pocket-1_source_ids.txt,template
protein_group_009533,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009533/protein_group_009533_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009533/protein_group_009533_protein.pdb,29,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009533/protein_group_009533_pocket-1_source_ids.txt,template
protein_group_009534,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009534/protein_group_009534_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009534/protein_group_009534_protein.pdb,28,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009534/protein_group_009534_pocket-1_source_ids.txt,template
protein_group_009535,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009535/protein_group_009535_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009535/protein_group_009535_protein.pdb,27,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009535/protein_group_009535_pocket-1_source_ids.txt,template
protein_group_009536,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009536/protein_group_009536_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009536/protein_group_009536_protein.pdb,35,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009536/protein_group_009536_pocket-1_source_ids.txt,template
protein_group_009537,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009537/protein_group_009537_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009537/protein_group_009537_protein.pdb,55,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009537/protein_group_009537_pocket-1_source_ids.txt,template
protein_group_009538,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009538/protein_group_009538_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009538/protein_group_009538_protein.pdb,27,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009538/protein_group_009538_pocket-1_source_ids.txt,template
protein_group_009539,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009539/protein_group_009539_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009539/protein_group_009539_protein.pdb,27,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009539/protein_group_009539_pocket-1_source_ids.txt,template
protein_group_009540,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009540/protein_group_009540_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009540/protein_group_009540_protein.pdb,25,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009540/protein_group_009540_pocket-1_source_ids.txt,template
protein_group_009541,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009541/protein_group_009541_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009541/protein_group_009541_protein.pdb,26,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009541/protein_group_009541_pocket-1_source_ids.txt,template
protein_group_009542,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009542/protein_group_009542_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009542/protein_group_009542_protein.pdb,34,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009542/protein_group_009542_pocket-1_source_ids.txt,template
protein_group_009543,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009543/protein_group_009543_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009543/protein_group_009543_protein.pdb,36,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009543/protein_group_009543_pocket-1_source_ids.txt,template
protein_group_009544,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009544/protein_group_009544_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009544/protein_group_009544_protein.pdb,11,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009544/protein_group_009544_pocket-1_source_ids.txt,template
